id,Adresse,Annee_construction,Superficie,GES,Electricite_GJ_moyenne_5_ans,Gaz_naturel_GJ_moyenne_5_ans,Mazout_GJ_moyenne_5_ans,Conso_totale_GJ,GES_m2
3035,"8750, ave Chaumont, Anjou",1976,5070.0,243.87,,,,0.0,0.04810059171597633
480,8780 Avenue Dubuisson,1971,3975.0,169.40333333333334,3379.0876200000002,3612.05,,6991.13762,0.042617190775681345
1078,8850 Avenue Dubuisson,2013,4398.0,210.01999999999998,2887.7162666666663,3977.133333333333,,6864.8496,0.04775352432924056
1074,8931 Av. Papineau,2009,,68.18666666666667,2037.7056533333332,1331.2,,3368.9056533333332,
2459,9001 Boulevard Perras,1995,2695.0,53.33,1186.0,1094.7,,2280.7,0.019788497217068646
4485,9091 Boulevard Henri-Bourassa O,1972,23040.0,183.86,,,,0.0,0.007980034722222223
528,9175 Boulevard Perras,1978,4145.0,110.25666666666666,5366.477279999999,2862.75,,8229.22728,0.02659991958182549
631,9235 Avenue Papineau,2015,11341.0,199.02,,,,0.0,0.01754871704435235
3725,944 Rue Saint-Paul O,1966,2742.0,82.82,2028.1709600000002,1549.0,,3577.1709600000004,0.030204230488694382
44,999 Rue Louvain E,1966,,167.55666666666664,2294.364146666667,3284.433333333333,,5578.797479999999,
44,999 Rue de Louvain E,1966,4063.0,180.22,,,,0.0,0.044356386906226924
3096,"999, ave McEachran",0,10951.0,51.75,9079.77456,503.0,,9582.77456,0.004725595835996713
