id,Adresse,Annee_construction,Superficie,GES,Electricite_GJ_moyenne_4_ans,Gaz_naturel_GJ_moyenne_4_ans,Mazout_GJ_moyenne_4_ans,Conso_totale_GJ,GES_m2,latitude,longitude,ID_source,indice_structurel,indice_thermique,indice_hydrique,indice_vegetation,indice_global,geometry,ADIDU,NOTESOC,CentSoc,QuintSoc,indice_social_norm,indice_renouvelable,indice_resilience
113,1350 Rue Des Carrières,1956.0,5959.0,335.67,2821.6908,6695.7519999999995,0.0,0.21302258853222525,0.48385774489903044,45.5363689,-73.5896822,28573.0,0.19877333466857594,0.9257425742574257,0.4678217821782178,0.7378284674077624,0.7401349550318684,POINT (-73.5896822 45.5363689),24661966,0.0258472831227561,73.0,4.0,0.5548007404774764,0.4650368447561758,0.44206214046097037
138,2140 Avenue Madison,1960.0,7691.01,357.23,3363.124266666667,7042.152666666666,0.0,0.2328943891034807,0.3989726280016096,45.4636297,-73.6203618,25152.0,0.20844015010849015,0.9886363636363635,0.5811688311688312,0.6813135758013498,0.8341610497737629,POINT (-73.6203618 45.4636297),24660871,0.0757223691152023,97.0,5.0,0.7945714706800175,0.4853682457155237,0.3112972652796854
2463,1825 Rue Notre-Dame O,1997.0,4841.0,277.545,2560.8216,5499.682,0.0,0.1804128879813515,0.4924667110437955,45.488291,-73.56911629999999,25968.0,0.2001063540931359,0.7566666666666666,0.3966666666666666,0.8402026818385229,0.6133748761880439,POINT (-73.56911629999999 45.488291),24661124,0.047014095401077,87.0,5.0,0.6565586008409006,0.4811758422323116,0.4207561307499016
175,2235 Rue Michel-Jurdant,2004.0,3456.0,248.96171775200003,2244.4349599999996,4910.849,0.0,0.16015195918406896,0.6187816010788716,45.5581197,-73.62113579999999,31286.0,0.18651305920008376,0.4150179856115108,0.45953237410071945,0.7471584848990498,0.3330906188237345,POINT (-73.62113579999999 45.5581197),24662628,0.0247295080796269,72.0,4.0,0.5494271209044925,0.4781153848049646,0.521965606484031
183,3131 Boulevard Rosemont,1949.0,4229.0,303.15,1434.1932,6056.2119999999995,0.0,0.16765275488277587,0.6157415226099993,45.5520021,-73.5828217,28904.0,0.23330390071649434,0.7361111111111112,0.1875,0.742699374534854,0.48177658694277237,POINT (-73.5828217 45.5520021),24662091,0.0565669729437995,91.0,5.0,0.7024833421897363,0.3851905349393192,0.40142702094551713
2390,2633 Rue Ontario E,1995.0,7472.01,278.130036038,4080.03875,5472.2575,0.0,0.21380269010932937,0.3197341329404389,45.5339074,-73.5521116,27952.0,0.1784386209613617,0.9336734693877551,0.45408163265306123,0.8510081683677655,0.7646222009141231,POINT (-73.5521116 45.5339074),24661786,0.0569787094259132,92.0,5.0,0.7044627344053684,0.5643842941945127,0.38948657501493544
3665,2580 Boulevard Saint-Joseph,1964.0,9348.01,270.59888758200003,13202.3989,5269.638,0.0,0.41344730917645034,0.24864824167945343,45.4342774,-73.6871268,29305.0,0.2669120929213395,0.875,0.08333333333333331,0.720927399640763,0.5574501192885232,POINT (-73.6871268 45.4342774),24662193,0.071173262837183,96.0,5.0,0.7727019838942735,0.7830744126148939,0.41996297977319996
152,5311 Chemin De La Côte-Saint-Antoine,1931.0,5174.0,249.2,1169.2224,4978.532,0.0,0.13760109553254968,0.41371395225797697,45.476117,-73.61368600000002,24451.0,0.17437488279060584,0.6907894736842105,0.1381578947368421,0.8360049843246736,0.40413236362981475,POINT (-73.61368600000002 45.476117),24660646,0.0666144144860661,95.0,5.0,0.7507856628237592,0.3842143260029395,0.4100642161783089
763,1515 Boulevard Du Tricentenaire,1972.0,9309.0,246.8,9169.8984,4863.772,0.0,0.3141063054475167,0.22773022693176626,45.651824,-73.499814,22266.0,0.11227216082230872,0.6032608695652174,0.875,0.6286658723471303,0.5802792911339337,POINT (-73.499814 45.651824),24660036,0.0759418461618887,97.0,5.0,0.7956265900988524,0.736459889749111,0.4059620902577075
431,1196 Voie Camillien-Houde,1931.0,4389.0,169.075,867.53016,0.0,2352.7617,0.07207764966514475,0.3308966490328968,45.5039341,-73.5875016,34777.0,0.16574361927968878,0.33425463623395146,0.08157988587731813,0.6847217427178194,0.03263415493857269,POINT (-73.5875016 45.5039341),24663362,0.0278948098075801,75.0,4.0,0.5646440712419347,0.0,0.5309280609889651
1051,6700 Rue Notre-Dame E,1961.0,4600.0,220.356000712,2364.03974,4341.8635,0.0,0.15009376958182888,0.41147703698126475,45.5753844,-73.51582979999999,34536.0,0.16799798362969,0.5653765690376569,0.48587866108786615,0.925083819633637,0.5152034586917352,POINT (-73.51582979999999 45.5753844),24663292,0.0426475367924517,84.0,5.0,0.6355666982661192,0.507661644577869,0.4632073953230416
3687,7700 Boulevard Langelier,1999.0,5635.01,207.845,4385.8982,4103.459,0.0,0.1900116327170029,0.31682791854605624,45.5922006,-73.577705,23028.0,0.18625049006285016,0.8363636363636364,0.41454545454545455,0.8030858324994407,0.6574103531095973,POINT (-73.577705 45.5922006),24660215,-0.0174783135875202,36.0,2.0,0.3465161881208732,0.6324469098012024,0.602113905443095
1078,8850 Avenue Dubuisson,2013.0,4398.0,210.02,2968.5584,4134.041,0.0,0.15897275573806757,0.4101889747110368,45.6022853,-73.5156107,34312.0,0.1922841500027051,0.5716783216783217,0.47377622377622375,0.6762219775307878,0.4394559427902963,POINT (-73.5156107 45.6022853),24663229,0.043304422467768,85.0,5.0,0.6387246268169398,0.5574093382037568,0.48367076898035155
976,2275 Boulevard Saint-Joseph E,1962.0,6970.01,201.68999999999997,3678.107786666667,3970.22,0.0,0.17118743104594003,0.2485590146770212,45.5398503,-73.5761313,28730.0,0.18599924637363632,0.7980769230769231,0.4807692307692307,0.7841600013090751,0.6543966924634975,POINT (-73.5761313 45.5398503),24662027,0.0507895735597927,89.0,5.0,0.6747089285439167,0.6052766047358957,0.44107670451650444
889,12515 Boulevard Rodolphe-Forget,1990.0,4781.0,282.57,5207.403066666667,5550.920000000001,0.0,0.24079638576102408,0.5076750985348156,45.6510062,-73.5792045,32338.0,0.2700526616199136,0.32760989010989006,0.2451923076923077,0.4711977182127908,0.12347370617804543,POINT (-73.5792045 45.6510062),24662902,0.040294456073766,83.0,5.0,0.624254439431513,0.6076576636664082,0.5481913272764076
2359,3535 36E Avenue,1972.0,3884.0,220.48,1944.6156,4397.17,0.0,0.14194396675842288,0.4876054294968636,45.66114,-73.5098983,32575.0,0.17936337604326105,0.17755102040816328,0.3581632653061224,0.5862553885926226,0.02825467835773221,POINT (-73.5098983 45.66114),24662933,-0.0249260542545529,29.0,2.0,0.31071173420245696,0.4727622619659734,0.7126913318029746
263,1055 Rue D' Hibernia,1960.0,5226.0,218.91,4384.8252,4345.376,0.0,0.19540228369233162,0.3598112594425538,45.4799512,-73.5632198,25996.0,0.1953919831594257,0.69921875,0.86328125,0.7558593471813866,0.7727876604393736,POINT (-73.5632198 45.4799512),24661127,0.0272351383030311,74.0,4.0,0.5614727500262984,0.6215156766056606,0.46629242865470877
609,5633 Rue Saint-Dominique,1981.0,3638.0,131.55999999999997,2249.6940133333333,2596.538666666667,0.0,0.10847000100941644,0.31062737308102056,45.52743359999999,-73.5993548,26610.0,0.1984656514603398,1.0,0.3571428571428571,0.8721016009173379,0.7921864910782682,POINT (-73.5993548 45.52743359999999),24661375,0.0654142002624235,95.0,5.0,0.745015723081784,0.5925865898934326,0.3765105256706865
3249,4555 Rue Hochelaga,1963.0,3688.0,197.951844394,4994.48657,3883.5385,0.0,0.19871092700083157,0.46104911644351126,45.5570639,-73.54571469999999,28803.0,0.2247420578040823,0.8433908045977012,0.38074712643678166,0.8812852202790988,0.7104312558192821,POINT (-73.54571469999999 45.5570639),24662054,0.00639855390828046,58.0,3.0,0.4613024354124469,0.6673741209847095,0.5278866460193008
